frame,timestamp,track_id,class,x1,y1,x2,y2,confidence
75,11:47:38,3,person,0,15,997,706,0.840
75,11:47:38,1,person,577,440,1280,716,0.848
77,11:47:39,3,person,0,5,910,707,0.848
77,11:47:39,1,person,582,439,1280,716,0.867
79,11:47:39,3,person,0,2,828,706,0.867
79,11:47:39,1,person,584,438,1280,716,0.850
81,11:47:39,3,person,0,1,779,707,0.907
81,11:47:39,1,person,585,438,1280,716,0.868
83,11:47:39,3,person,0,8,739,707,0.680
83,11:47:39,1,person,585,437,1280,717,0.853
85,11:47:39,3,person,0,7,714,707,0.435
85,11:47:39,1,person,586,437,1280,717,0.880
87,11:47:40,1,person,587,437,1280,717,0.906
89,11:47:40,1,person,588,437,1280,717,0.899
91,11:47:40,1,person,589,437,1280,717,0.875
93,11:47:40,1,person,590,437,1280,717,0.886
93,11:47:40,3,person,0,7,686,706,0.903
95,11:47:41,1,person,592,438,1280,716,0.848
95,11:47:41,3,person,0,35,728,706,0.552
97,11:47:41,1,person,594,438,1280,716,0.582
97,11:47:41,3,person,0,52,789,705,0.770
99,11:47:41,3,person,125,70,985,710,0.668
101,11:47:41,3,person,179,90,1059,710,0.771
103,11:47:41,3,person,169,116,1048,711,0.753
105,11:47:42,3,person,195,140,1082,709,0.677
107,11:47:42,3,person,204,171,1090,709,0.707
109,11:47:42,3,person,210,200,1092,708,0.642
111,11:47:42,3,person,202,214,1101,709,0.687
113,11:47:42,3,person,164,191,1135,709,0.722
115,11:47:43,3,person,97,131,1193,710,0.722
117,11:47:43,3,person,26,51,1264,707,0.833
119,11:47:43,3,person,0,18,1254,710,0.746
121,11:47:43,3,person,0,4,1133,710,0.431
121,11:47:43,1,person,589,435,1280,716,0.735
123,11:47:43,1,person,593,438,1279,717,0.764
125,11:47:43,1,person,595,438,1279,716,0.835
127,11:47:44,1,person,597,438,1279,716,0.821
129,11:47:44,1,person,596,438,1278,716,0.846
131,11:47:44,1,person,596,437,1279,716,0.838
133,11:47:44,1,person,556,402,1280,714,0.586
135,11:47:44,3,person,155,239,1062,709,0.653
137,11:47:44,3,person,147,233,1111,710,0.748
139,11:47:45,1,person,445,300,1280,712,0.539
141,11:47:45,3,person,208,278,1129,714,0.638
143,11:47:45,3,person,228,285,1128,717,0.678
143,11:47:45,1,person,479,174,1280,709,0.837
145,11:47:45,3,person,269,278,1197,719,0.697
147,11:47:46,3,person,259,271,1214,718,0.806
149,11:47:46,3,person,178,261,1184,719,0.739
151,11:47:46,3,person,127,256,1172,720,0.757
151,11:47:46,8,person,930,216,1273,708,0.575
153,11:47:46,3,person,105,255,1174,720,0.656
153,11:47:46,8,person,929,221,1271,710,0.435
155,11:47:46,3,person,89,253,1180,720,0.515
155,11:47:46,8,person,926,218,1270,711,0.548
157,11:47:46,3,person,8,267,1036,717,0.499
157,11:47:46,8,person,852,88,1280,711,0.647
159,11:47:47,8,person,823,76,1267,711,0.761
161,11:47:47,8,person,794,46,1260,709,0.621
167,11:47:47,3,person,297,297,1254,717,0.676
169,11:47:47,3,person,257,298,1175,716,0.503
171,11:47:48,3,person,333,292,1255,714,0.817
173,11:47:48,3,person,347,269,1280,713,0.609
175,11:47:48,3,person,153,257,1144,715,0.721
177,11:47:48,3,person,164,238,1192,714,0.460
179,11:47:48,3,person,172,220,1234,714,0.658
181,11:47:49,3,person,265,197,1280,712,0.458
183,11:47:49,3,person,40,129,1212,712,0.802
185,11:47:49,3,person,0,48,1188,712,0.872
187,11:47:50,3,person,0,11,1246,710,0.735
189,11:47:50,3,person,0,0,1280,710,0.886
191,11:47:50,3,person,0,0,1280,709,0.923
193,11:47:50,3,person,0,0,1280,709,0.897
195,11:47:50,3,person,0,0,1280,709,0.911
197,11:47:51,3,person,0,0,1280,710,0.883
199,11:47:51,3,person,0,0,1280,710,0.889
201,11:47:51,3,person,0,0,1280,710,0.891
203,11:47:51,3,person,0,0,1280,710,0.881
205,11:47:52,3,person,0,0,1280,709,0.863
207,11:47:52,3,person,0,0,1280,709,0.868
209,11:47:52,3,person,0,0,1280,711,0.815
211,11:47:52,3,person,34,70,1208,710,0.669
213,11:47:52,3,person,39,181,1020,713,0.458
217,11:47:53,11,person,566,272,1280,715,0.775
217,11:47:53,3,person,167,258,1061,717,0.617
219,11:47:53,11,person,599,273,1280,715,0.798
219,11:47:53,3,person,266,274,1146,716,0.412
221,11:47:53,11,person,624,282,1280,714,0.528
221,11:47:53,3,person,213,286,1111,717,0.642
223,11:47:54,11,person,655,301,1280,714,0.785
223,11:47:54,3,person,190,302,1093,717,0.457
225,11:47:54,11,person,663,308,1280,714,0.633
225,11:47:54,3,person,176,308,1099,716,0.621
227,11:47:54,11,person,668,311,1280,713,0.768
227,11:47:54,3,person,164,311,1113,715,0.448
229,11:47:54,11,person,670,315,1280,713,0.740
229,11:47:54,3,person,153,314,1126,715,0.654
231,11:47:54,11,person,670,316,1280,713,0.685
231,11:47:54,3,person,139,314,1138,715,0.664
233,11:47:55,11,person,672,316,1280,713,0.681
233,11:47:55,3,person,128,314,1151,714,0.687
235,11:47:55,11,person,675,316,1280,713,0.647
235,11:47:55,3,person,118,314,1163,714,0.682
237,11:47:55,11,person,679,316,1280,713,0.727
237,11:47:55,3,person,106,313,1173,714,0.659
239,11:47:55,11,person,683,315,1280,714,0.645
239,11:47:55,3,person,98,313,1183,714,0.650
241,11:47:55,11,person,688,316,1280,713,0.805
241,11:47:55,3,person,86,312,1192,714,0.460
243,11:47:56,11,person,691,316,1280,713,0.659
243,11:47:56,3,person,79,312,1199,714,0.665
245,11:47:56,11,person,695,316,1280,713,0.771
245,11:47:56,3,person,73,312,1206,714,0.598
247,11:47:56,11,person,692,316,1280,713,0.623
247,11:47:56,3,person,69,312,1214,714,0.696
249,11:47:56,3,person,63,313,1216,713,0.784
251,11:47:57,3,person,8,267,1280,713,0.511
253,11:47:57,3,person,0,179,1280,712,0.789
255,11:47:57,3,person,0,154,1280,712,0.800
257,11:47:57,3,person,0,154,1280,712,0.770
259,11:47:57,3,person,0,153,1280,712,0.859
261,11:47:57,3,person,0,150,1280,712,0.820
263,11:47:58,3,person,0,139,1280,712,0.784
265,11:47:58,3,person,0,127,1280,712,0.845
267,11:47:58,3,person,0,126,1280,712,0.789
269,11:47:58,3,person,0,126,1280,712,0.863
271,11:47:58,3,person,0,165,1280,712,0.652
273,11:47:59,3,person,0,65,1280,712,0.661
275,11:47:59,3,person,0,107,1280,714,0.717
277,11:47:59,3,person,0,149,1280,714,0.722
279,11:47:59,3,person,0,143,1280,714,0.715
281,11:47:59,3,person,0,145,1280,713,0.786
283,11:47:59,3,person,0,143,1280,714,0.800
283,11:47:59,14,cell phone,625,141,1127,511,0.774
285,11:48:00,3,person,0,125,1280,714,0.766
285,11:48:00,14,cell phone,622,139,1131,514,0.624
287,11:48:00,3,person,0,132,1280,714,0.803
287,11:48:00,14,cell phone,626,137,1135,512,0.741
289,11:48:00,3,person,0,111,1280,713,0.714
291,11:48:00,3,person,1,119,1280,713,0.743
293,11:48:00,3,person,13,131,1280,713,0.753
295,11:48:00,3,person,21,140,1280,713,0.749
297,11:48:00,3,person,30,145,1280,713,0.813
299,11:48:00,3,person,0,92,1280,713,0.775
301,11:48:01,14,cell phone,691,200,1144,528,0.543
303,11:48:01,14,cell phone,646,162,1234,594,0.489
303,11:48:01,3,person,53,152,1279,711,0.536
305,11:48:01,3,person,33,132,1280,710,0.760
307,11:48:01,3,person,0,98,1280,711,0.602
309,11:48:01,3,person,0,66,1280,709,0.809
309,11:48:01,14,cell phone,799,155,1280,666,0.842
311,11:48:01,3,person,0,52,1280,709,0.810
311,11:48:01,14,cell phone,817,165,1280,694,0.851
313,11:48:01,3,person,0,44,1280,708,0.804
313,11:48:01,14,cell phone,833,169,1280,704,0.831
315,11:48:02,3,person,0,44,1277,708,0.785
317,11:48:02,3,person,0,32,1280,708,0.823
319,11:48:02,3,person,2,51,1280,708,0.773
319,11:48:02,14,person,720,126,1280,714,0.578
321,11:48:02,3,person,68,54,1280,709,0.484
321,11:48:02,14,person,778,287,1271,715,0.456
323,11:48:02,3,person,63,48,1280,708,0.840
325,11:48:02,3,person,81,55,1280,709,0.773
327,11:48:02,3,person,115,65,1280,708,0.793
327,11:48:02,14,remote,776,100,1280,635,0.531
329,11:48:02,3,person,115,51,1280,708,0.811
329,11:48:02,14,toothbrush,800,72,1280,620,0.462
331,11:48:03,3,person,149,70,1280,709,0.720
333,11:48:03,3,person,160,80,1280,706,0.779
335,11:48:03,3,person,68,35,1280,707,0.813
337,11:48:03,3,person,28,17,1280,709,0.790
339,11:48:03,3,person,0,6,1148,705,0.606
341,11:48:03,3,person,0,2,1117,708,0.743
343,11:48:03,3,person,0,2,1120,712,0.634
345,11:48:03,3,person,0,4,1040,714,0.632
347,11:48:04,3,person,0,10,980,713,0.527
347,11:48:04,20,person,714,314,1279,714,0.546
347,11:48:04,21,person,45,16,1280,715,0.525
349,11:48:04,3,person,0,23,946,712,0.544
349,11:48:04,21,person,37,31,1254,715,0.550
351,11:48:04,3,person,0,38,914,712,0.417
351,11:48:04,21,person,35,33,1252,717,0.752
353,11:48:04,21,person,26,27,1256,718,0.667
353,11:48:04,20,person,723,315,1280,714,0.403
355,11:48:04,21,person,31,29,1257,716,0.705
357,11:48:04,21,person,52,49,1245,716,0.695
357,11:48:04,3,person,0,58,886,712,0.435
359,11:48:04,21,person,57,55,1245,717,0.646
359,11:48:04,3,person,0,61,877,712,0.500
359,11:48:04,20,person,722,314,1280,715,0.507
361,11:48:04,21,person,71,78,1225,717,0.556
361,11:48:04,3,person,0,69,868,713,0.497
361,11:48:04,20,person,724,314,1280,715,0.566
363,11:48:05,21,person,196,244,1096,718,0.476
365,11:48:05,21,person,235,304,1057,718,0.607
365,11:48:05,23,person,321,290,561,638,0.696
367,11:48:05,21,person,238,320,1062,718,0.600
367,11:48:05,23,person,331,292,568,635,0.854
369,11:48:05,21,person,240,323,1085,717,0.457
369,11:48:05,23,person,338,295,574,638,0.833
369,11:48:05,3,person,0,15,709,715,0.525
371,11:48:05,23,person,341,297,574,636,0.819
373,11:48:05,23,person,341,299,572,636,0.855
373,11:48:05,21,person,220,321,1108,719,0.464
375,11:48:05,23,person,342,305,571,641,0.615
375,11:48:05,21,person,209,318,1135,720,0.511
377,11:48:06,23,person,342,305,571,642,0.591
377,11:48:06,21,person,174,316,1138,720,0.589
379,11:48:06,23,person,342,306,571,643,0.665
379,11:48:06,21,person,209,316,1186,720,0.595
379,11:48:06,25,person,3,116,378,714,0.441
381,11:48:06,23,person,341,305,568,639,0.560
381,11:48:06,21,person,190,316,1186,720,0.593
383,11:48:06,23,person,343,305,570,638,0.829
383,11:48:06,21,person,200,315,1210,720,0.406
385,11:48:06,23,person,346,306,573,642,0.799
385,11:48:06,21,person,295,315,1280,719,0.580
387,11:48:06,23,person,347,305,572,640,0.819
387,11:48:06,21,person,219,314,1233,719,0.540
387,11:48:06,25,person,24,223,335,715,0.404
389,11:48:06,23,person,346,304,572,638,0.689
389,11:48:06,21,person,186,315,1214,719,0.505
391,11:48:06,23,person,347,305,574,642,0.760
391,11:48:06,21,person,156,314,1203,719,0.471
393,11:48:07,23,person,349,306,574,643,0.735
393,11:48:07,21,person,189,314,1239,719,0.453
395,11:48:07,23,person,350,307,572,640,0.719
395,11:48:07,21,person,149,314,1216,719,0.443
397,11:48:07,23,person,349,308,570,640,0.727
397,11:48:07,21,person,112,312,1204,720,0.408
399,11:48:07,23,person,347,306,570,640,0.743
399,11:48:07,21,person,158,314,1244,719,0.405
399,11:48:07,20,person,585,314,1192,715,0.413
401,11:48:07,23,person,348,308,571,643,0.744
401,11:48:07,21,person,171,315,1257,718,0.429
403,11:48:07,23,person,346,307,569,641,0.743
403,11:48:07,21,person,130,315,1229,718,0.413
405,11:48:07,23,person,345,306,567,639,0.740
405,11:48:07,21,person,130,316,1236,718,0.517
407,11:48:08,23,person,348,300,571,635,0.744
407,11:48:08,21,person,138,313,1252,718,0.554
409,11:48:08,23,person,348,293,570,628,0.761
409,11:48:08,21,person,102,305,1237,717,0.552
411,11:48:08,23,person,344,289,564,620,0.641
411,11:48:08,21,person,37,301,1180,717,0.666
411,11:48:08,27,person,4,27,432,713,0.500
413,11:48:08,23,person,340,283,559,614,0.801
413,11:48:08,21,person,36,298,1176,716,0.647
413,11:48:08,27,person,1,11,438,713,0.556
415,11:48:08,23,person,338,277,555,604,0.791
415,11:48:08,21,person,19,296,1166,716,0.703
417,11:48:08,23,person,336,274,554,603,0.748
417,11:48:08,21,person,15,296,1163,717,0.539
417,11:48:08,27,person,0,10,431,710,0.466
419,11:48:08,23,person,348,276,563,602,0.746
419,11:48:08,21,person,30,302,1156,716,0.636
421,11:48:08,23,person,359,274,578,604,0.619
421,11:48:08,21,person,13,305,1132,716,0.600
423,11:48:09,23,person,364,276,581,604,0.437
423,11:48:09,21,person,9,307,1123,716,0.460
425,11:48:09,23,person,358,279,574,605,0.847
425,11:48:09,21,person,9,303,1129,716,0.710
425,11:48:09,27,person,5,13,437,705,0.477
427,11:48:09,23,person,351,270,568,600,0.845
427,11:48:09,21,person,6,302,1128,716,0.645
429,11:48:09,23,person,347,268,565,599,0.652
429,11:48:09,21,person,10,306,1125,717,0.653
431,11:48:09,23,person,344,268,563,599,0.735
431,11:48:09,21,person,13,310,1119,717,0.666
433,11:48:09,23,person,341,265,562,598,0.679
433,11:48:09,21,person,27,313,1127,717,0.639
433,11:48:09,27,person,70,14,522,711,0.413
435,11:48:09,23,person,340,265,561,599,0.734
435,11:48:09,21,person,21,313,1123,717,0.655
437,11:48:09,21,person,12,311,1118,715,0.693
439,11:48:10,21,person,13,312,1117,715,0.469
441,11:48:10,21,person,12,303,1146,715,0.425
441,11:48:10,30,person,19,63,1182,715,0.526
443,11:48:10,30,person,10,38,1219,716,0.480
443,11:48:10,20,person,695,314,1280,714,0.629
443,11:48:10,27,person,160,37,647,712,0.620
445,11:48:10,30,person,41,54,1224,716,0.507
445,11:48:10,20,person,700,313,1280,713,0.645
447,11:48:10,30,person,49,58,1229,716,0.568
447,11:48:10,20,person,701,312,1280,714,0.422
447,11:48:10,21,person,8,268,1241,715,0.420
449,11:48:10,30,person,38,41,1249,716,0.612
449,11:48:10,20,person,706,312,1280,714,0.442
449,11:48:10,27,person,148,29,686,712,0.513
451,11:48:10,30,person,49,58,1237,716,0.577
451,11:48:10,20,person,702,311,1280,714,0.425
451,11:48:10,27,person,131,44,695,712,0.565
453,11:48:10,30,person,48,61,1234,716,0.609
453,11:48:10,20,person,707,313,1280,714,0.538
453,11:48:10,27,person,121,51,710,713,0.492
455,11:48:11,30,person,40,57,1240,717,0.719
457,11:48:11,20,person,713,313,1280,713,0.751
457,11:48:11,27,person,138,58,744,714,0.642
459,11:48:11,20,person,722,316,1280,713,0.780
459,11:48:11,27,person,114,59,743,714,0.703
461,11:48:11,20,person,686,318,1231,714,0.570
461,11:48:11,27,person,176,76,789,714,0.513
463,11:48:11,27,person,181,100,782,713,0.411
463,11:48:11,30,person,75,104,1198,716,0.434
465,11:48:11,30,person,47,95,1193,717,0.699
469,11:48:12,30,person,51,102,1192,716,0.465
471,11:48:12,30,person,34,108,1168,717,0.560
473,11:48:12,21,person,63,320,1162,715,0.478
473,11:48:12,27,cell phone,270,129,771,657,0.782
475,11:48:12,21,person,142,324,1208,716,0.499
475,11:48:12,23,person,387,318,607,640,0.637
477,11:48:12,21,person,121,325,1187,717,0.547
477,11:48:12,23,person,389,320,611,641,0.732
479,11:48:12,21,person,112,326,1174,717,0.552
479,11:48:12,23,person,393,322,615,641,0.728
479,11:48:12,20,person,509,324,1080,715,0.432
481,11:48:12,21,person,145,325,1195,717,0.540
481,11:48:12,23,person,399,326,618,640,0.692
483,11:48:12,21,person,143,324,1184,717,0.526
483,11:48:12,23,person,401,329,619,640,0.636
485,11:48:13,21,person,117,323,1170,717,0.579
485,11:48:13,23,person,401,327,621,639,0.509
485,11:48:13,34,person,3,180,457,711,0.438
487,11:48:13,21,person,116,323,1163,717,0.509
487,11:48:13,23,person,401,329,620,640,0.587
487,11:48:13,34,person,18,213,446,712,0.495
489,11:48:13,21,person,153,323,1190,718,0.614
489,11:48:13,23,person,400,324,622,640,0.426
489,11:48:13,34,person,16,209,448,711,0.497
491,11:48:13,21,person,168,324,1197,717,0.571
491,11:48:13,34,person,11,198,453,711,0.579
491,11:48:13,27,cell phone,292,142,763,656,0.444
493,11:48:13,21,person,157,323,1187,717,0.593
493,11:48:13,34,person,10,194,457,713,0.431
493,11:48:13,23,person,401,323,623,638,0.406
495,11:48:13,21,person,152,323,1182,717,0.575
495,11:48:13,34,person,13,203,453,712,0.553
495,11:48:13,23,person,400,321,624,639,0.436
497,11:48:13,21,person,135,323,1169,718,0.498
497,11:48:13,34,person,2,182,461,712,0.561
497,11:48:13,23,person,400,327,622,640,0.700
499,11:48:13,21,person,117,323,1156,717,0.543
499,11:48:13,34,person,4,186,459,712,0.539
499,11:48:13,23,person,398,323,622,640,0.620
501,11:48:14,21,person,113,324,1154,718,0.542
501,11:48:14,34,person,8,198,456,713,0.462
501,11:48:14,23,person,397,322,621,639,0.601
503,11:48:14,21,person,98,323,1142,717,0.533
503,11:48:14,34,person,11,209,451,713,0.437
503,11:48:14,23,person,397,325,620,640,0.683
505,11:48:14,21,person,98,322,1150,717,0.494
505,11:48:14,34,person,0,177,462,713,0.522
505,11:48:14,23,person,396,327,619,640,0.689
507,11:48:14,21,person,100,323,1154,717,0.473
507,11:48:14,34,person,0,175,464,713,0.642
507,11:48:14,23,person,397,329,618,641,0.642
509,11:48:14,21,person,103,324,1156,717,0.470
509,11:48:14,34,person,0,174,456,713,0.457
509,11:48:14,23,person,397,329,618,641,0.640
511,11:48:14,21,person,134,323,1185,717,0.494
511,11:48:14,34,person,3,194,453,711,0.573
511,11:48:14,23,person,397,328,618,640,0.681
513,11:48:14,21,person,172,323,1209,717,0.453
513,11:48:14,34,person,1,186,458,712,0.579
513,11:48:14,23,person,397,329,618,641,0.623
515,11:48:15,21,person,124,323,1168,718,0.458
515,11:48:15,34,person,0,181,458,711,0.509
515,11:48:15,23,person,396,328,618,640,0.684
517,11:48:15,21,person,96,323,1146,718,0.519
517,11:48:15,34,person,0,182,460,713,0.431
517,11:48:15,23,person,395,328,617,639,0.702
519,11:48:15,21,person,124,322,1178,717,0.583
519,11:48:15,34,person,2,186,460,713,0.593
519,11:48:15,23,person,395,328,617,640,0.640
521,11:48:15,21,person,112,323,1169,717,0.566
521,11:48:15,34,person,8,202,454,713,0.470
521,11:48:15,23,person,394,329,616,641,0.597
523,11:48:15,21,person,87,322,1149,717,0.471
523,11:48:15,34,person,0,182,461,713,0.573
523,11:48:15,23,person,393,329,616,641,0.707
525,11:48:15,21,person,82,323,1143,717,0.489
525,11:48:15,34,person,8,206,452,713,0.411
525,11:48:15,23,person,391,328,615,641,0.730
527,11:48:15,21,person,80,324,1140,717,0.489
527,11:48:15,23,person,391,327,616,641,0.660
529,11:48:15,21,person,83,324,1145,717,0.441
529,11:48:15,23,person,391,325,617,641,0.616
531,11:48:16,21,person,111,323,1171,717,0.520
531,11:48:16,23,person,391,326,617,641,0.534
531,11:48:16,34,person,15,221,449,712,0.574
533,11:48:16,21,person,86,322,1151,717,0.533
533,11:48:16,23,person,392,326,617,641,0.656
533,11:48:16,34,person,16,223,450,711,0.509
535,11:48:16,21,person,137,323,1192,718,0.598
535,11:48:16,23,person,392,326,617,641,0.692
537,11:48:16,21,person,120,323,1173,717,0.512
537,11:48:16,23,person,390,325,616,641,0.743
539,11:48:16,21,person,92,322,1149,717,0.510
539,11:48:16,23,person,388,325,615,641,0.718
539,11:48:16,34,person,0,188,463,714,0.537
541,11:48:16,21,person,76,321,1140,717,0.618
541,11:48:16,23,person,389,326,615,641,0.608
541,11:48:16,34,person,0,164,465,713,0.479
543,11:48:16,21,person,113,322,1168,716,0.486
543,11:48:16,23,person,390,329,616,645,0.667
543,11:48:16,34,person,0,171,464,714,0.571
545,11:48:16,21,person,172,323,1209,716,0.630
547,11:48:17,21,person,231,324,1254,716,0.597
549,11:48:17,21,person,127,322,1162,714,0.480
549,11:48:17,34,person,100,61,693,703,0.551
551,11:48:17,34,person,132,56,772,708,0.494
553,11:48:17,34,person,158,43,856,709,0.710
555,11:48:17,34,person,170,50,902,709,0.706
557,11:48:17,34,person,149,55,907,711,0.571
559,11:48:17,34,person,92,42,876,711,0.488
561,11:48:17,34,person,45,34,842,712,0.551
563,11:48:18,34,person,42,53,823,711,0.591
565,11:48:18,34,person,32,45,830,712,0.431
565,11:48:18,21,person,0,55,1280,715,0.697
567,11:48:18,21,person,0,34,1280,715,0.742
569,11:48:18,34,person,232,256,864,713,0.598
571,11:48:18,34,person,273,312,894,712,0.756
571,11:48:18,21,person,0,6,1280,710,0.579
573,11:48:18,34,person,266,327,921,711,0.804
573,11:48:18,21,person,0,9,1280,708,0.630
575,11:48:18,34,person,245,331,945,712,0.798
575,11:48:18,21,person,0,11,1280,707,0.640
577,11:48:18,34,person,233,333,972,712,0.800
579,11:48:19,34,person,223,332,1003,712,0.780
581,11:48:19,34,person,208,331,1023,712,0.819
583,11:48:19,34,person,198,331,1044,712,0.803
585,11:48:19,34,person,189,330,1062,712,0.810
587,11:48:19,34,person,154,329,1056,712,0.786
589,11:48:19,34,person,140,329,1062,712,0.805
589,11:48:19,38,person,2,255,190,612,0.844
589,11:48:19,39,tv,4,63,257,617,0.676
591,11:48:19,34,person,126,329,1068,713,0.804
591,11:48:19,38,person,3,266,188,617,0.846
591,11:48:19,39,tv,3,52,260,615,0.662
593,11:48:19,34,person,116,329,1077,713,0.794
593,11:48:19,38,person,3,270,186,617,0.833
593,11:48:19,39,tv,2,68,265,642,0.662
595,11:48:20,34,person,113,328,1092,713,0.790
595,11:48:20,38,person,3,271,185,617,0.845
595,11:48:20,39,tv,4,75,265,645,0.607
597,11:48:20,34,person,113,327,1106,713,0.796
597,11:48:20,38,person,2,272,185,619,0.869
597,11:48:20,39,tv,0,75,266,658,0.547
599,11:48:20,34,person,132,327,1131,713,0.764
599,11:48:20,38,person,1,271,184,620,0.870
599,11:48:20,39,tv,0,61,271,665,0.450
601,11:48:20,34,person,153,328,1152,713,0.810
601,11:48:20,38,person,0,274,183,622,0.881
603,11:48:20,34,person,130,328,1136,713,0.804
603,11:48:20,38,person,0,279,183,627,0.879
605,11:48:20,34,person,123,327,1141,713,0.803
605,11:48:20,38,person,0,289,184,638,0.829
607,11:48:20,34,person,160,327,1172,713,0.781
607,11:48:20,38,person,3,303,189,654,0.858
609,11:48:21,34,person,192,327,1197,714,0.756
609,11:48:21,38,person,9,316,197,670,0.858
611,11:48:21,34,person,220,327,1213,714,0.820
611,11:48:21,38,person,31,335,219,689,0.871
613,11:48:21,34,person,240,327,1218,715,0.867
613,11:48:21,38,person,68,355,255,706,0.816
613,11:48:21,39,tv,58,158,319,697,0.483
615,11:48:21,34,person,266,327,1232,714,0.842
615,11:48:21,38,person,103,370,289,717,0.888
617,11:48:21,34,person,272,325,1229,714,0.838
617,11:48:21,38,person,129,383,312,720,0.838
617,11:48:21,39,person,10,134,288,711,0.713
619,11:48:21,34,person,277,326,1221,713,0.843
619,11:48:21,38,person,137,390,320,720,0.850
619,11:48:21,39,person,3,130,284,713,0.578
621,11:48:21,34,person,282,326,1215,713,0.843
621,11:48:21,38,person,138,392,322,720,0.835
623,11:48:21,34,person,288,326,1211,713,0.850
623,11:48:21,38,person,137,392,323,720,0.825
623,11:48:21,42,sports ball,80,691,123,720,0.519
623,11:48:21,39,person,0,131,281,712,0.648
625,11:48:21,34,person,294,326,1209,714,0.820
625,11:48:21,38,person,135,392,323,719,0.843
625,11:48:21,42,sports ball,79,691,122,720,0.547
625,11:48:21,39,person,0,122,281,711,0.491
627,11:48:22,34,person,295,327,1201,714,0.843
627,11:48:22,38,person,133,391,323,719,0.847
627,11:48:22,42,sports ball,77,691,121,720,0.493
627,11:48:22,39,person,0,122,282,711,0.638
629,11:48:22,34,person,301,327,1200,714,0.836
629,11:48:22,38,person,129,390,321,719,0.835
629,11:48:22,42,sports ball,77,691,120,720,0.489
629,11:48:22,39,person,0,125,282,710,0.565
631,11:48:22,34,person,301,327,1192,714,0.863
631,11:48:22,38,person,127,390,320,718,0.829
631,11:48:22,42,sports ball,76,691,118,720,0.500
631,11:48:22,39,person,0,123,279,709,0.516
633,11:48:22,34,person,308,327,1194,714,0.844
633,11:48:22,38,person,126,390,321,718,0.862
633,11:48:22,42,sports ball,76,692,118,720,0.527
635,11:48:22,34,person,308,327,1189,714,0.854
635,11:48:22,38,person,124,390,321,717,0.846
635,11:48:22,42,sports ball,76,692,118,720,0.482
635,11:48:22,39,person,0,125,278,710,0.637
637,11:48:22,34,person,311,325,1190,714,0.811
637,11:48:22,38,person,123,391,320,717,0.857
637,11:48:22,42,sports ball,75,692,116,720,0.494
637,11:48:22,39,person,0,124,279,711,0.415
639,11:48:22,34,person,312,326,1185,713,0.867
639,11:48:22,38,person,122,391,320,717,0.856
639,11:48:22,42,sports ball,74,693,116,720,0.461
639,11:48:22,39,person,0,123,279,709,0.500
641,11:48:23,34,person,316,326,1185,713,0.850
641,11:48:23,38,person,120,392,319,717,0.841
643,11:48:23,34,person,315,327,1180,714,0.860
643,11:48:23,38,person,118,392,318,717,0.848
643,11:48:23,42,sports ball,73,693,114,720,0.454
643,11:48:23,39,person,0,118,277,709,0.479
645,11:48:23,34,person,313,326,1176,714,0.868
645,11:48:23,38,person,115,392,317,717,0.861
645,11:48:23,42,sports ball,72,693,114,720,0.460
