frame,timestamp,track_id,class,x1,y1,x2,y2,confidence
1,17:03:20,1,person,561,350,896,716,0.765
3,17:03:20,1,person,590,334,938,716,0.863
5,17:03:21,1,person,595,332,946,716,0.857
7,17:03:21,1,person,596,330,949,716,0.866
9,17:03:21,1,person,596,329,949,716,0.863
11,17:03:21,1,person,595,329,948,716,0.862
13,17:03:21,1,person,596,329,948,715,0.852
15,17:03:21,1,person,596,330,948,716,0.868
17,17:03:21,1,person,596,330,947,716,0.863
19,17:03:21,1,person,596,331,947,715,0.863
21,17:03:21,1,person,594,333,942,716,0.859
23,17:03:22,1,person,594,343,935,716,0.878
25,17:03:22,1,person,593,347,931,715,0.899
27,17:03:22,1,person,592,350,928,715,0.882
29,17:03:22,1,person,588,354,920,715,0.876
31,17:03:22,1,person,582,357,911,715,0.885
33,17:03:22,1,person,576,362,900,716,0.834
35,17:03:22,1,person,567,364,887,715,0.877
37,17:03:22,1,person,610,340,969,713,0.449
39,17:03:22,1,person,624,225,1107,711,0.693
41,17:03:23,1,person,522,99,1146,711,0.688
43,17:03:23,1,person,449,71,1137,713,0.909
45,17:03:23,1,person,407,58,1141,715,0.906
47,17:03:23,1,person,378,51,1147,716,0.878
49,17:03:23,1,person,370,55,1159,715,0.912
51,17:03:23,1,person,367,62,1170,715,0.893
53,17:03:23,1,person,357,76,1157,714,0.758
55,17:03:23,1,person,482,107,1237,712,0.591
57,17:03:24,1,person,486,141,1210,712,0.821
59,17:03:24,1,person,456,140,1195,714,0.725
61,17:03:24,1,person,402,131,1169,714,0.842
63,17:03:24,1,person,381,128,1168,715,0.890
65,17:03:24,1,person,365,124,1168,714,0.922
67,17:03:24,1,person,352,122,1170,715,0.902
69,17:03:24,1,person,352,121,1182,715,0.872
71,17:03:24,1,person,347,123,1184,715,0.859
73,17:03:24,1,person,346,125,1190,715,0.819
75,17:03:25,1,person,379,127,1222,713,0.771
77,17:03:25,1,person,352,130,1200,714,0.833
79,17:03:25,1,person,351,137,1201,714,0.836
81,17:03:25,1,person,349,142,1199,713,0.785
83,17:03:25,1,person,335,141,1191,714,0.834
85,17:03:25,1,person,333,142,1194,714,0.793
87,17:03:25,1,person,326,140,1193,714,0.867
89,17:03:25,1,person,352,137,1222,713,0.805
91,17:03:25,1,person,330,133,1210,714,0.826
93,17:03:26,1,person,324,132,1211,714,0.808
95,17:03:26,1,person,321,131,1213,714,0.772
97,17:03:26,1,person,314,129,1211,714,0.762
99,17:03:26,1,person,308,129,1208,714,0.762
101,17:03:26,1,person,304,129,1206,713,0.848
103,17:03:26,1,person,301,128,1208,714,0.854
105,17:03:26,1,person,305,130,1213,715,0.872
107,17:03:26,1,person,298,129,1212,715,0.860
109,17:03:26,1,person,295,127,1213,715,0.765
111,17:03:26,1,person,288,118,1217,714,0.823
113,17:03:27,1,person,286,119,1214,715,0.812
115,17:03:27,1,person,284,120,1211,714,0.821
117,17:03:27,1,person,291,119,1221,714,0.885
119,17:03:27,1,person,294,122,1222,715,0.842
121,17:03:27,1,person,290,119,1225,715,0.851
123,17:03:27,1,person,288,118,1225,715,0.844
125,17:03:27,1,person,336,120,1260,714,0.794
127,17:03:27,1,person,301,114,1233,714,0.791
129,17:03:27,1,person,292,114,1226,714,0.884
131,17:03:27,1,person,292,119,1219,715,0.823
133,17:03:28,1,person,331,122,1248,714,0.759
135,17:03:28,1,person,308,124,1225,714,0.794
137,17:03:28,1,person,303,126,1220,714,0.828
139,17:03:28,1,person,301,127,1219,715,0.847
141,17:03:28,1,person,303,127,1222,714,0.836
143,17:03:28,1,person,304,129,1223,715,0.838
145,17:03:28,1,person,303,129,1223,715,0.895
147,17:03:28,1,person,301,129,1221,715,0.824
149,17:03:28,1,person,299,127,1224,715,0.859
151,17:03:29,1,person,300,125,1231,716,0.828
153,17:03:29,1,person,297,121,1236,716,0.792
155,17:03:29,1,person,289,113,1239,716,0.840
157,17:03:29,1,person,286,110,1242,716,0.850
159,17:03:29,1,person,286,113,1238,716,0.839
161,17:03:29,1,person,284,110,1241,716,0.875
163,17:03:29,1,person,285,109,1243,716,0.862
165,17:03:30,1,person,285,108,1244,716,0.867
167,17:03:30,1,person,291,116,1239,716,0.857
169,17:03:30,1,person,295,117,1241,715,0.920
171,17:03:30,1,person,305,121,1248,715,0.909
173,17:03:30,1,person,239,125,1154,715,0.819
175,17:03:30,1,person,239,131,1134,716,0.868
177,17:03:30,1,person,247,137,1120,715,0.876
179,17:03:30,1,person,255,140,1117,715,0.812
181,17:03:30,1,person,258,139,1116,715,0.797
183,17:03:31,1,person,262,138,1116,716,0.759
185,17:03:31,1,person,264,137,1115,716,0.846
187,17:03:31,1,person,267,135,1115,716,0.887
189,17:03:31,1,person,266,135,1111,716,0.873
191,17:03:31,1,person,261,130,1108,715,0.919
193,17:03:31,1,person,256,124,1108,715,0.913
195,17:03:31,1,person,253,119,1108,716,0.922
197,17:03:31,1,person,215,116,1057,716,0.917
199,17:03:32,1,person,305,122,1153,714,0.786
201,17:03:32,1,person,319,114,1184,712,0.634
203,17:03:32,1,person,340,128,1200,713,0.771
205,17:03:32,1,person,418,124,1276,712,0.534
207,17:03:32,1,person,381,137,1234,712,0.541
209,17:03:32,1,person,399,132,1258,711,0.617
209,17:03:32,9,person,297,143,778,712,0.411
211,17:03:32,1,person,355,138,1212,713,0.492
211,17:03:32,9,person,297,144,777,712,0.449
213,17:03:32,1,person,352,142,1216,713,0.632
213,17:03:32,9,person,293,142,774,712,0.631
215,17:03:33,1,person,343,141,1218,714,0.548
217,17:03:33,1,person,306,143,1177,714,0.724
219,17:03:33,1,person,305,143,1180,714,0.719
221,17:03:33,1,person,308,144,1185,715,0.666
223,17:03:33,1,person,325,145,1207,715,0.712
225,17:03:33,1,person,315,145,1199,715,0.744
227,17:03:33,1,person,313,144,1202,715,0.721
229,17:03:33,1,person,300,127,1222,713,0.672
229,17:03:33,10,toothbrush,1013,76,1266,710,0.668
231,17:03:34,1,person,242,139,1127,714,0.475
